   Point ID     ,  Hz.(º ' "),  V.(º ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
155             ,  355 19 45 ,   90 09 07,     88.570,      0.000,      0.000,       -7.212,       88.276,     -0.234
156             ,  355 59 41 ,   90 11 03,     90.230,      0.000,      0.000,       -6.302,       90.010,     -0.290
157             ,  356 28 29 ,   90 11 22,     92.277,      0.000,      0.000,       -5.674,       92.102,     -0.305
158             ,  350 27 11 ,   87 07 41,     93.820,      0.000,      0.000,      -15.541,       92.405,      4.701
159             ,  350 27 11 ,   87 37 42,     92.318,      0.000,      0.000,      -15.298,       90.962,      3.821
160             ,  350 27 11 ,   88 04 42,     90.963,      0.000,      0.000,      -15.078,       89.653,      3.050
161             ,  350 27 12 ,   88 28 22,     89.719,      0.000,      0.000,      -14.875,       88.445,      2.392
162             ,  350 27 10 ,   89 04 58,     87.863,      0.000,      0.000,      -14.571,       86.634,      1.407
163             ,  350 27 10 ,   89 32 19,     86.542,      0.000,      0.000,      -14.353,       85.340,      0.697
164             ,  350 54 01 ,   86 24 18,     99.825,      0.000,      0.000,      -15.756,       98.375,      6.260
165             ,  350 46 10 ,   86 40 45,     98.938,      0.000,      0.000,      -15.844,       97.493,      5.732
166             ,  350 46 11 ,   86 56 22,     98.074,      0.000,      0.000,      -15.709,       96.666,      5.237
167             ,  350 50 33 ,   87 19 52,     93.489,      0.000,      0.000,      -14.862,       92.198,      4.353
168             ,  351 26 10 ,   87 54 30,     91.935,      0.000,      0.000,      -13.681,       90.850,      3.356
169             ,  352 36 51 ,   88 48 39,     89.917,      0.000,      0.000,      -11.556,       89.152,      1.867
170             ,  353 46 35 ,   89 24 25,     89.107,      0.000,      0.000,       -9.659,       88.577,      0.923
171             ,  354 55 28 ,   89 58 31,     88.598,      0.000,      0.000,       -7.838,       88.251,      0.038
172             ,  351 56 09 ,   88 57 50,     88.809,      0.000,      0.000,      -12.456,       87.916,      1.606
173             ,  352 49 48 ,   88 57 53,     89.582,      0.000,      0.000,      -11.179,       88.867,      1.619
174             ,  352 50 00 ,   89 33 14,     87.586,      0.000,      0.000,      -10.926,       86.900,      0.682
175             ,  354 57 12 ,   89 47 21,     89.569,      0.000,      0.000,       -7.879,       89.222,      0.330
176             ,  349 55 15 ,   87 28 06,     93.010,      0.000,      0.000,      -16.262,       91.485,      4.109
177             ,  349 34 21 ,   88 17 38,     90.440,      0.000,      0.000,      -16.361,       88.907,      2.693
178             ,  349 04 50 ,   89 10 57,     87.883,      0.000,      0.000,      -16.646,       86.283,      1.254
179             ,  349 04 56 ,   89 39 13,     86.450,      0.000,      0.000,      -16.373,       84.884,      0.523
180             ,  348 14 51 ,   88 08 20,     93.090,      0.000,      0.000,      -18.951,       91.091,      3.023
181             ,  348 14 52 ,   88 32 53,     91.063,      0.000,      0.000,      -18.542,       89.126,      2.308
182             ,  348 14 51 ,   88 55 58,     89.494,      0.000,      0.000,      -18.225,       87.603,      1.667
183             ,  348 14 48 ,   89 18 17,     88.113,      0.000,      0.000,      -17.947,       86.259,      1.069
184             ,  346 46 27 ,   89 18 23,     90.120,      0.000,      0.000,      -20.617,       87.723,      1.091
185             ,  347 29 38 ,   88 46 07,     91.295,      0.000,      0.000,      -19.765,       89.108,      1.962
186             ,  347 56 04 ,   88 18 54,     92.929,      0.000,      0.000,      -19.416,       90.836,      2.733
187             ,  348 48 12 ,   87 47 42,     93.626,      0.000,      0.000,      -18.166,       91.776,      3.603
188             ,  349 33 56 ,   87 23 43,     93.975,      0.000,      0.000,      -17.002,       92.326,      4.271
189             ,  288 54 49 ,   90 54 21,     33.513,      0.000,      0.000,      -31.700,       10.862,     -0.530
1               ,  108 54 49 ,   90 55 50,          0,      0.000,      0.000,            0,            0,          0
1               ,  108 54 49 ,   89 05 28,          0,      0.000,      0.000,            0,            0,          0
190             ,  108 54 48 ,   89 05 29,     33.514,      0.000,      0.000,        0.000,       -0.000,      0.002
